metabolite,name,Formula,molecular_weight,C_number,N_number,S_number,P_number
actn__R_c, R  Acetoin C4H8O2,C4H8O2,88.10512,4,0,0,0
acald_e,Acetaldehyde,C2H4O,44.05256,2,0,0,0
anth_c,Anthranilate,C7H6NO2,136.12804,7,1,0,0
ppa_c,Propionate (n-C3:0),C3H5O2,73.0706,3,0,0,0
ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,819.56563,24,7,1,3
2kmb_c,2-keto-4-methylthiobutyrate,C5H7O3S,147.17228,5,0,1,0
co_c,Carbon monoxide,CO,28.0101,1,0,0,0
tag6p__D_c,D-Tagatose 6-phosphate,C6H11O9P,258.1199,6,0,0,1
idp_c,IDP,C10H11N4O11P2,425.16206,10,4,0,2
itp_c,ITP,C10H11N4O14P3,504.13403,10,4,0,3
pep_c,Phosphoenolpyruvate,C3H2O6P,165.01814,3,0,0,1
acgam_c,N-Acetyl-D-glucosamine,C8H15NO6,221.2078,8,1,0,0
acmana_c,N-Acetyl-D-mannosamine,C8H15NO6,221.2078,8,1,0,0
acgam6p_c,N-Acetyl-D-glucosamine 6-phosphate,C8H14NO9P,299.17182,8,1,0,1
gam6p_c,D-Glucosamine 6-phosphate,C6H13NO8P,258.14308,6,1,0,1
acgam1p_c,N-Acetyl-D-glucosamine 1-phosphate,C8H14NO9P,299.17182,8,1,0,1
uacgam_c,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,605.33782,17,3,0,2
udcpp_c,Undecaprenyl phosphate,C55H89O4P,845.26652,55,0,0,1
ump_c,UMP,C9H11N2O9P,322.1654,9,2,0,1
acg5p_c,N-Acetyl-L-glutamyl 5-phosphate,C7H9NO8P,266.12202,7,1,0,1
acglu_c,N-Acetyl-L-glutamate,C7H9NO5,187.15006,7,1,0,0
2ahbut_c,(S)-2-Aceto-2-hydroxybutanoate,C6H9O4,145.13326,6,0,0,0
chol_e,Choline,C5H14NO,104.17076,5,1,0,0
etoh_c,Ethanol,C2H6O,46.06844,2,0,0,0
achms_c,O Acetyl L homoserine C6H11NO4,C6H11NO4,161.15584,6,1,0,0
cit_c,Citrate,C6H5O7,189.0997,6,0,0,0
oaa_c,Oxaloacetate,C4H2O5,130.05568,4,0,0,0
actp_c,Acetyl phosphate,C2H3O5P,138.01598,2,0,0,1
alac__S_c,(S)-2-Acetolactate,C5H7O4,131.10668,5,0,0,0
thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,422.29056,12,4,1,2
acmum6p_c,N-acetylmuramate 6-phosphate,C11H17NO11P,370.22654,11,1,0,1
lac__D_c,D-Lactate,C3H5O3,89.07,3,0,0,0
acmanap_c,N-Acetyl-D-mannosamine 6-phosphate,C8H14NO9P,299.17182,8,1,0,1
acmana_e,N-Acetyl-D-mannosamine,C8H15NO6,221.2078,8,1,0,0
man6p_c,D-Mannose 6-phosphate,C6H11O9P,258.1199,6,0,0,1
ctp_c,CTP,C9H12N3O14P3,479.12457,9,3,0,3
b2coa_c,Crotonoyl-CoA,C25H36N7O17P3S,831.57633,25,7,1,3
hx2coa_c,Trans-Hex-2-enoyl-CoA,C27H40N7O17P3S,859.62949,27,7,1,3
2mbcoa_c,2-Methylbutanoyl-CoA,C26H40N7O17P3S,847.61879,26,7,1,3
dc2coa_c,Trans-Dec-2-enoyl-CoA,C31H48N7O17P3S,915.73581,31,7,1,3
trans_dd2coa_c,Trans Dodec 2 enoyl CoA C33H52N7O17P3S,C33H52N7O17P3S,943.78897,33,7,1,3
td2coa_c,Trans-Tetradec-2-enoyl-CoA,C35H56N7O17P3S,971.84213,35,7,1,3
hdd2coa_c,Trans-Hexadec-2-enoyl-CoA,C37H60N7O17P3S,999.89529,37,7,1,3
od2coa_c,Trans-Octadec-2-enoyl-CoA,C39H64N7O17P3S,1027.94845,39,7,1,3
stcoa_c,Stearoyl-CoA (n-C18:0CoA),C39H66N7O17P3S,1029.96433,39,7,1,3
ibcoa_c,Isobutyryl-CoA,C25H38N7O17P3S,833.59221,25,7,1,3
2mp2coa_c,2-Methylprop-2-enoyl-CoA,C25H36N7O17P3S,831.57633,25,7,1,3
acACP_c,Acetyl-ACP,C386H605O143N96P1S3,9005.66006,386,96,3,1
acorn_c,N2-Acetyl-L-ornithine,C7H14N2O3,174.19766,7,2,0,0
orn_c,Ornithine,C5H13N2O2,133.16892,5,2,0,0
orn__L_c,L Ornithine C5H13N2O2,C5H13N2O2,133.16892,5,2,0,0
acon_C_c,Cis-Aconitate,C6H3O6,171.08442,6,0,0,0
icit_c,Isocitrate,C6H5O7,189.0997,6,0,0,0
acg5sa_c,N-Acetyl-L-glutamate 5-semialdehyde,C7H10NO4,172.1586,7,1,0,0
pi_e,Phosphate,HO4P,95.9793,0,0,0,1
ribflv_e,Riboflavin,C17H20N4O6,376.3639,17,4,0,0
fmn_c,FMN,C17H19N4O9P,454.32792,17,4,0,1
ddcap_c,Dodecanoly-phosphate (n-C12:0),C12H24O5P1,279.28972,12,0,0,1
ttdcap_c,Tetradecanoyl-phosphate (n-C14:0),C14H28O5P,307.34288,14,0,0,1
ttdceap_c,Tetradecanoyl-phosphate (n-C14:1),C14H26O5P,305.327,14,0,0,1
hdcap_c,Hexadecanoyl-phosphate (n-C16:0),C16H32O5P,335.39604,16,0,0,1
hdceap_c,Hexadecanoyl-phosphate (n-C16:1),C16H30O5P,333.38016,16,0,0,1
ocdcap_c,Octadecanoyl-phosphate (n-C18:0),C18H36O5P,363.4492,18,0,0,1
ocdceap_c,Octadecanoyl-phosphate (n-C18:1),C18H34O5P,361.43332,18,0,0,1
pan4p_c,Pantetheine 4'-phosphate,C11H21N2O7PS,356.3324,11,2,1,1
acser_c,O-Acetyl-L-serine,C5H9NO4,147.12926,5,1,0,0
tsul_c,Thiosulfate,O3S2,112.1282,0,0,2,0
scys__L_c,S-Sulfo-L-cysteine,C3H6NO5S2,200.21344,3,1,2,0
diact_c,Diacetyl,C4H6O2,86.08924,4,0,0,0
acetol_c,Acetol,C3H6O2,74.07854,3,0,0,0
actn__R_e, R  Acetoin C4H8O2,C4H8O2,88.10512,4,0,0,0
13dpg_c,3-Phospho-D-glyceroyl phosphate,C3H4O10P2,262.00538,3,0,0,2
ins_c,Inosine,C10H12N4O5,268.22608,10,4,0,0
dcmp_c,DCMP,C9H12N3O7P,305.18124,9,3,0,1
dcyt_c,Deoxycytidine,C9H13N3O4,227.21722,9,3,0,0
nh4_e,Ammonium,NH4,18.03846,0,1,0,0
4adcho_c,4-amino-4-deoxychorismate,C10H10NO5,224.1901,10,1,0,0
chor_c,Chorismate,C10H8O6,224.16692,10,0,0,0
hxan_c,Hypoxanthine,C5H4N4O,136.11146,5,4,0,0
dadp_c,DADP,C10H12N5O9P2,408.1779,10,5,0,2
damp_c,DAMP,C10H12N5O6P,329.20594,10,5,0,1
datp_c,DATP,C10H12N5O12P3,487.14987,10,5,0,3
ametam_c,S-Adenosylmethioninamine,C14H24N6O3S,356.44376,14,6,1,0
dgdp_c,DGDP,C10H12N5O10P2,424.1773,10,5,0,2
dgtp_c,DGTP,C10H12N5O13P3,503.14927,10,5,0,3
rib__D_c,D-Ribose,C5H10O5,150.1299,5,0,0,0
gmp_c,GMP,C10H12N5O8P,361.20474,10,5,0,1
26dap_LL_c,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,190.19706,7,2,0,0
adpglc_c,ADPglucose,C16H23N5O15P2,587.32584,16,5,0,2
g1p_c,D-Glucose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
man1p_c,D-Mannose 1-phosphate,C6H11O9P,258.1199,6,0,0,1
r5p_c,Alpha-D-Ribose 5-phosphate,C5H9O8P,228.09392,5,0,0,1
aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C9H13N4O8P,336.19528,9,4,0,1
aps_c,Adenosine 5'-phosphosulfate,C10H12N5O10PS,425.26854,10,5,1,1
dcamp_c,"N6-(1,2-Dicarboxyethyl)-AMP",C14H14N5O11P,459.26162,14,5,0,1
fum_c,Fumarate,C4H2O4,114.05628,4,0,0,0
25aics_c,(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate,C13H15N4O12P,450.25156,13,4,0,1
imp_c,IMP,C10H11N4O8P,346.1901,10,4,0,1
hdcoa_c,Hexadecenoyl-CoA (n-C16:1CoA),C37H60N7O17P3S,999.89529,37,7,1,3
odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),C39H64N7O17P3S,1027.94845,39,7,1,3
cmp_c,CMP,C9H12N3O8P,321.18064,9,3,0,1
anhgm_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,477.43976,19,2,0,0
anhgm3p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C34H52N6O19,848.80548,34,6,0,0
anhgm_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,477.43976,19,2,0,0
anhgm3p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C34H52N6O19,848.80548,34,6,0,0
anhm3p_c,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",C26H39N5O14,645.61296,26,5,0,0
anhgm4p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C37H57N7O20,919.88338,37,7,0,0
anhgm4p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C37H57N7O20,919.88338,37,7,0,0
anhm4p_c,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",C29H44N6O15,716.69086,29,6,0,0
agm_c,Agmatine,C5H16N4,132.20734,5,4,0,0
Ncbmpts_c,N-Carbamoylputrescine,C5H13N3O,131.17622,5,3,0,0
anhm_c,"1,6-anhydrous-N-Acetylmuramate",C11H16NO7,274.24724,11,1,0,0
inost_c,Myo-Inositol,C6H12O6,180.15588,6,0,0,0
raffin_c,Raffinose C18H32O16,C18H32O16,504.43708,18,0,0,0
sucr_c,Sucrose,C12H22O11,342.29648,12,0,0,0
ptrc_c,Putrescine,C4H14N2,90.16736,4,2,0,0
agm_p,Agmatine,C5H16N4,132.20734,5,4,0,0
ptrc_p,Putrescine,C4H14N2,90.16736,4,2,0,0
urea_c,Urea,CH4N2O,60.05526,1,2,0,0
agm_e,Agmatine,C5H16N4,132.20734,5,4,0,0
1ddecg3p_c,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P1,352.36032,15,0,0,1
pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P1,534.6628,27,0,0,1
1tdecg3p_c,1-tetradecanoyl-sn-glycerol 3-phosphate,C17H33O7P1,380.41348,17,0,0,1
pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P1,590.76912,31,0,0,1
1tdec7eg3p_c,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H31O7P1,378.3976,17,0,0,1
pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P1,586.73736,31,0,0,1
1hdecg3p_c,1-hexadecanoyl-sn-glycerol 3-phosphate,C19H37O7P,408.46664,19,0,0,1
pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,646.87544,35,0,0,1
1hdec9eg3p_c,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H35O7P1,406.45076,19,0,0,1
pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P1,642.84368,35,0,0,1
1odecg3p_c,1-octadecanoyl-sn-glycerol 3-phosphate,C21H41O7P1,436.5198,21,0,0,1
pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P1,702.98176,39,0,0,1
1odec11eg3p_c,1-octadec-11-enoyl-sn-glycerol 3-phosphate,C21H39O7P1,434.50392,21,0,0,1
pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P1,698.95,39,0,0,1
glx_c,Glyoxylate,C2HO3,73.02754,2,0,0,0
gly_c,Glycine,C2H5NO2,75.0666,2,1,0,0
f6p_c,D-Fructose 6-phosphate,C6H11O9P,258.1199,6,0,0,1
hcys__L_c,L-Homocysteine,C4H9NO2S,135.18476,4,1,1,0
gcald_c,Glycolaldehyde,C2H4O2,60.05196,2,0,0,0
met__L_c,L-Methionine,C5H11NO2S,149.21134,5,1,1,0
ch4s_c,Methanethiol CH4S,CH4S,48.10746,1,0,1,0
h2s_c,Hydrogen sulfide,H2S,34.08088,0,0,1,0
trdox_c,Oxidized thioredoxin,X,0.0,0,0,0,0
trdrd_c,Reduced thioredoxin,XH2,2.01588,0,0,0,0
fprica_c,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C10H13N4O9P,364.20538,10,4,0,1
thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,443.41334,19,7,0,0
5aizc_c,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C9H11N3O9P,336.1721,9,3,0,1
dhlam_c,Dihydrolipoamide C8H17NOS2,C8H17NOS2,207.35668,8,1,2,0
mal__L_c,L-Malate,C4H4O5,132.07156,4,0,0,0
akg_e,2-Oxoglutarate,C5H4O5,144.08226,5,0,0,0
mal__L_e,L-Malate,C4H4O5,132.07156,4,0,0,0
dhnpt_c,Dihydroneopterin,C9H13N5O4,255.23062,9,5,0,0
glyc__R_c,(R)-Glycerate,C3H5O4,105.0694,3,0,0,0
alaala_c,D-Alanyl-D-alanine,C6H12N2O3,160.17108,6,2,0,0
alaala_p,D-Alanyl-D-alanine,C6H12N2O3,160.17108,6,2,0,0
asn__L_c,L-Asparagine,C4H8N2O3,132.11792,4,2,0,0
asn__L_e,L-Asparagine,C4H8N2O3,132.11792,4,2,0,0
ala_B_c,Beta-Alanine,C3H7NO2,89.09318,3,1,0,0
ala__D_e,D-Alanine,C3H7NO2,89.09318,3,1,0,0
gln__L_e,L-Glutamine,C5H10N2O3,146.1445,5,2,0,0
gly_e,Glycine,C2H5NO2,75.0666,2,1,0,0
glu__D_c,D-Glutamate,C5H8NO4,146.12132,5,1,0,0
pyam5p_c,Pyridoxamine 5'-phosphate,C8H12N2O5P,247.16504,8,2,0,1
pydx5p_c,Pyridoxal 5'-phosphate,C8H8NO6P,245.12598,8,1,0,1
thr__L_e,L-Threonine,C4H9NO3,119.11916,4,1,0,0
arg__L_c,L-Arginine,C6H15N4O2,175.2089,6,4,0,0
arg__L_e,L-Arginine,C6H15N4O2,175.2089,6,4,0,0
meoh_c,Methanol,CH4O1,32.04186,1,0,0,0
glyald_c,D-Glyceraldehyde,C3H6O3,90.07794,3,0,0,0
glyc_c,Glycerol,C3H8O3,92.09382,3,0,0,0
lald__D_c,D-Lactaldehyde,C3H6O2,74.07854,3,0,0,0
lald__L_c,L-Lactaldehyde,C3H6O2,74.07854,3,0,0,0
pacald_c,Phenylacetaldehyde,C8H8O,120.14852,8,0,0,0
ppoh_c,1-Propanol,C3H8O,60.09502,3,0,0,0
btal_c,Butanal,C4H8O,72.10572,4,0,0,0
btoh_c,Butanol,C4H10O,74.1216,4,0,0,0
pac_c,Phenylacetic acid,C8H7O2,135.13998,8,0,0,0
amacald_c,Aminoacetaldehyde C2H5NO,C2H5NO,59.0672,2,1,0,0
glcr_c,D-Glucarate,C6H8O8,208.12292,6,0,0,0
but_c,Butyrate (n-C4:0),C4H7O2,87.09718,4,0,0,0
mmalsa__S_c, S  Methylmalonate semialdehyde C4H5O3,C4H5O3,101.0807,4,0,0,0
hxa_c,Hexanoate (n-C6:0),C6H11O2,115.15034,6,0,0,0
hxal_c,Hexanal C6H12O,C6H12O,100.15888,6,0,0,0
dha_c,Dihydroxyacetone,C3H6O3,90.07794,3,0,0,0
dhap_c,Dihydroxyacetone phosphate,C3H5O6P,168.04196,3,0,0,1
alltt_c,Allantoate,C4H7N4O4,175.12278,4,4,0,0
urdglyc_c,(-)-Ureidoglycolate,C3H5N2O4,133.0828,3,2,0,0
alltn_c,Allantoin,C4H6N4O3,158.11544,4,4,0,0
pe160_p,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",C37H74NO8P,691.95912,37,1,0,1
pg160_p,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P1,721.96192,38,0,0,1
2ddglcn_c,2-Dehydro-3-deoxy-D-gluconate,C6H9O6,177.13206,6,0,0,0
altrn_c,D-Altronate,C6H11O7,195.14734,6,0,0,0
malt_c,Maltose,C12H22O11,342.29648,12,0,0,0
malttr_c,Maltotriose,C18H32O16,504.43708,18,0,0,0
maltttr_c,Maltotetraose,C24H42O21,666.57768,24,0,0,0
maltpt_c,Maltopentaose,C30H52O26,828.71828,30,0,0,0
malthp_c,Maltoheptaose,C42H72O36,1152.99948,42,0,0,0
man_c,D-Mannose,C6H12O6,180.15588,6,0,0,0
2dmmql8_c,2-Demethylmenaquinol 8,C50H72O2,705.10548,50,0,0,0
mql8_c,Menaquinol 8,C51H74O2,719.13206,51,0,0,0
mqn6_c,Menaquinone 6,C41H56O2,580.88214,41,0,0,0
mql7_c,Menaquinol 7 C46H66O2,C46H66O2,651.01504,46,0,0,0
2dmmq8_c,2-Demethylmenaquinone 8,C50H70O2,703.0896,50,0,0,0
mqn8_c,Menaquinone 8,C51H72O2,717.11618,51,0,0,0
cgly_c,Cys-Gly,C5H10N2O3S,178.2095,5,2,1,0
cgly_e,Cys-Gly,C5H10N2O3S,178.2095,5,2,1,0
pro__L_c,L-Proline,C5H9NO2,115.13046,5,1,0,0
progly_c,L-Prolinylglycine,C7H12N2O3,172.18178,7,2,0,0
malt_e,Maltose,C12H22O11,342.29648,12,0,0,0
malttr_e,Maltotriose,C18H32O16,504.43708,18,0,0,0
starch1200_e,"Starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)",C7200H12002O6001,194586.73528,7200,0,0,0
amylose300_e,"Amylose (n=300 repeat units, alpha-1,4-glc)",C1800H3002O1501,48660.19528,1800,0,0,0
nmn_c,NMN,C11H14N2O8P,333.21122,11,2,0,1
pran_c,N-(5-Phospho-D-ribosyl)anthranilate,C12H13NO9P,346.20668,12,1,0,1
hisp_c,L-Histidinol phosphate,C6H11N3O4P,220.143,6,3,0,1
imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,218.10394,6,2,0,1
ap4a_c,"P1,P4-Bis(5'-adenosyl) tetraphosphate",C20H24N10O19P4,832.35521,20,10,0,4
thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,169.13478,7,1,0,0
4ppcys_c,N-((R)-4-Phosphopantothenoyl)-L-cysteine,C12H20N2O9PS,399.33396,12,2,1,1
5aptn_c,5-Aminopentanoate,C5H11NO2,117.14634,5,1,0,0
5apentam_c,5-Aminopentanamide,C5H12N2O,116.16158,5,2,0,0
nh3_c,Ammonia,H3N,17.03052,0,1,0,0
glyc3p_c,Glycerol 3-phosphate,C3H7O6P,170.05784,3,0,0,1
lys__L_c,L-Lysine,C6H15N2O2,147.1955,6,2,0,0
dpcoa_c,Dephospho-CoA,C21H33N7O13P2S,685.53834,21,7,1,2
oxptn_c,5-Oxopentanoate,C5H7O3,115.10728,5,0,0,0
arab__D_c,D Arabinose C5H10O5,C5H10O5,150.1299,5,0,0,0
rbl__D_c,D-Ribulose,C5H10O5,150.1299,5,0,0,0
arab__D_e,D Arabinose C5H10O5,C5H10O5,150.1299,5,0,0,0
rbl__L_c,L-Ribulose,C5H10O5,150.1299,5,0,0,0
arab__L_p,L-Arabinose,C5H10O5,150.1299,5,0,0,0
fe3_e,Fe3+,Fe,55.845,0,0,0,0
fe2_c,Fe2+,Fe,55.845,0,0,0,0
fmnh2_c,Reduced FMN,C17H21N4O9P,456.3438,17,4,0,1
arg__L_p,L-Arginine,C6H15N4O2,175.2089,6,4,0,0
co2_p,CO2,CO2,44.0095,1,0,0,0
citr__L_c,L-Citrulline,C6H13N3O3,175.18572,6,3,0,0
lys__L_e,L-Lysine,C6H15N2O2,147.1955,6,2,0,0
orn_e,Ornithine,C5H13N2O2,133.16892,5,2,0,0
orn_p,Ornithine,C5H13N2O2,133.16892,5,2,0,0
argsuc_c,N(omega)-(L-Arginino)succinate,C10H17N4O6,289.26518,10,4,0,0
phe__L_c,L-Phenylalanine,C9H11NO2,165.18914,9,1,0,0
so4_c,Sulfate,O4S,96.0626,0,0,1,0
4pasp_c,4-Phospho-L-aspartate,C4H6NO7P,211.0667,4,1,0,1
aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,117.10328,4,1,0,0
asp__L_e,L-Aspartate,C4H6NO4,132.09474,4,1,0,0
asp__L_p,L-Aspartate,C4H6NO4,132.09474,4,1,0,0
cbasp_c,N-Carbamoyl-L-aspartate,C5H6N2O5,174.11154,5,2,0,0
cbp_c,Carbamoyl phosphate,CH2NO5P,139.00404,1,1,0,1
k_c,Potassium,K,39.0983,0,0,0,0
k_e,Potassium,K,39.0983,0,0,0,0
iasp_c,Iminoaspartate,C4H3NO4,129.07092,4,1,0,0
q8_c,Ubiquinone-8,C49H74O4,727.10946,49,0,0,0
q8h2_c,Ubiquinol-8,C49H76O4,729.12534,49,0,0,0
pro__L_e,L-Proline,C5H9NO2,115.13046,5,1,0,0
gthox_c,Oxidized glutathione,C20H28N6O12S2,608.59932,20,6,2,0
gthrd_c,Reduced glutathione,C10H15N3O6S,305.3076,10,3,1,0
athr__L_c,L-Allo-threonine,C4H9NO3,119.11916,4,1,0,0
prbatp_c,1-(5-Phosphoribosyl)-ATP,C15H19N5O20P4,713.22791,15,5,0,4
btn_c,Biotin,C10H15N2O3S,243.3027,10,2,1,0
mql6_c,Menaquinol 6,C41H58O2,582.89802,41,0,0,0
bz_c,Benzoate,C7H5O2,121.1134,7,0,0,0
ile__L_c,L-Isoleucine,C6H13NO2,131.17292,6,1,0,0
gdpmann_c,GDP-D-mannose,C16H23N5O16P2,603.32524,16,5,0,2
betald_c,Betaine aldehyde,C5H12NO,102.15488,5,1,0,0
glyb_c,Glycine betaine,C5H11NO2,117.14634,5,1,0,0
suc6p_c,Sucrose 6-phosphate,C12H21O14P,420.2605,12,0,0,1
cellb_e,Cellobiose,C12H22O11,342.29648,12,0,0,0
cellb_c,Cellobiose,C12H22O11,342.29648,12,0,0,0
6pgg_c,6pgg c,C12H21O14P,420.2605,12,0,0,1
dmgly_c,"N,N-Dimethylglycine",C4H9NO2,103.11976,4,1,0,0
udpglcur_c,UDP-D-glucuronate,C15H19N2O18P2,577.26148,15,2,0,2
e4p_c,D-Erythrose 4-phosphate,C4H7O7P,198.06794,4,0,0,1
bmoco_c,Bis-molybdenum cofactor,C20H20N10O13P2S4Mo,894.59952,20,10,4,2
cu2_c,Cu2+,Cu,63.546,0,0,0,0
moco_c,Molybdenum cofactor,C10H10N5O8PS2Mo,519.27886,10,5,2,1
mptamp_c,Adenylated molybdopterin,C20H22N10O12P2S2Cu,784.072,20,10,2,2
bmoco1gdp_c,Bis-molybdopterin mono-guanine dinucleotide,C30H32N15O20P3S4Mo,1239.80487,30,15,4,3
bmocogdp_c,Bis-molybdopterin guanine dinucleotide,C40H44N20O27P4S4Mo,1585.01021,40,20,4,4
sbzcoa_c,O-Succinylbenzoyl-CoA,C32H39N7O20P3S,966.67325,32,7,1,3
btd_RR_c, R R  2 3 Butanediol C4H10O2,C4H10O2,90.121,4,0,0,0
dtbt_c,Dethiobiotin,C10H17N2O3,213.25358,10,2,0,0
s_c,Sulfur,S,32.065,0,0,1,0
2fe1s_c,[2Fe-1S] desulfurated iron-sulfur cluster,SFe2,143.755,0,0,1,0
2fe2s_c,[2Fe-2S] iron-sulfur cluster,S2Fe2,175.82,0,0,2,0
buts_c,Butanesulfonate C4H9O3S,C4H9O3S,137.17746,4,0,1,0
buts_e,Butanesulfonate C4H9O3S,C4H9O3S,137.17746,4,0,1,0
but_e,Butyrate (n-C4:0),C4H7O2,87.09718,4,0,0,0
bz12diol_c,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C7H7O4,155.12808,7,0,0,0
bzal_c,Benzaldehyde,C7H6O,106.12194,7,0,0,0
bzal_p,Benzaldehyde,C7H6O,106.12194,7,0,0,0
bzal_e,Benzaldehyde,C7H6O,106.12194,7,0,0,0
catechol_c,Catechol,C6H6O2,110.11064,6,0,0,0
bz_e,Benzoate,C7H5O2,121.1134,7,0,0,0
3hdcoa_c,(S)-3-Hydroxydecanoyl-CoA,C31H50N7O18P3S,933.75109,31,7,1,3
3hddcoa_c,(S)-3-Hydroxydodecanoyl-CoA,C33H54N7O18P3S,961.80425,33,7,1,3
3htdcoa_c,(S)-3-Hydroxytetradecanoyl-CoA,C35H58N7O18P3S,989.85741,35,7,1,3
ivcoa_c,Isovaleryl-CoA,C26H40N7O17P3S,847.61879,26,7,1,3
ca2_c,Calcium,Ca,40.078,0,0,0,0
ca2_e,Calcium,Ca,40.078,0,0,0,0
ca2_p,Calcium,Ca,40.078,0,0,0,0
fdxox_c,Oxidized ferredoxin,Fe8S8X,703.28,0,0,8,0
fdxrd_c,Reduced ferredoxin,Fe8S8XH2,705.29588,0,0,8,0
lys__L_p,L-Lysine,C6H15N2O2,147.1955,6,2,0,0
ccmuac_c,"Cis,cis-Muconate",C6H4O4,140.09356,6,0,0,0
pqh2_p,Plastoquinol,C53H82O2,751.21698,53,0,0,0
pq_p,Plastoquinone,C53H80O2,749.2011,53,0,0,0
ficytc6_p,Ferricytochrome c6,R,0.0,0,0,0,0
focytc6_p,Ferrocytochrome c6,RH2,2.01588,0,0,0,0
pcox_p,Plastocyanin(Cu2+),R,0.0,0,0,0,0
pcrd_p,Plastocyanin(Cu+),RH2,2.01588,0,0,0,0
cbm_c,Carbamate,CH2NO2,60.03208,1,1,0,0
cd2_c,Cadmium,Cd,112.411,0,0,0,0
cd2_e,Cadmium,Cd,112.411,0,0,0,0
cd2_p,Cadmium,Cd,112.411,0,0,0,0
k_p,Potassium,K,39.0983,0,0,0,0
cdpdddecg_c,"CDP-1,2-didodecanoylglycerol",C36H63N3O15P2,839.84404,36,3,0,2
cdpdtdecg_c,"CDP-1,2-ditetradecanoylglycerol",C40H71N3O15P2,895.95036,40,3,0,2
cdpdtdec7eg_c,"CDP-1,2-ditetradec-7-enoylglycerol",C40H67N3O15P2,891.9186,40,3,0,2
cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol",C44H79N3O15P2,952.05668,44,3,0,2
cdpdhdec9eg_c,"CDP-1,2-dihexadec-9-enoylglycerol",C44H75N3O15P2,948.02492,44,3,0,2
cdpdodecg_c,"CDP-1,2-dioctadecanoylglycerol",C48H87N3O15P2,1008.163,48,3,0,2
cdpdodec11eg_c,"CDP-1,2-dioctadec-11-enoylglycerol",C48H83N3O15P2,1004.13124,48,3,0,2
flxr_c,Flavodoxin reduced,XH,1.00794,0,0,0,0
flxso_c,Flavodoxin semi oxidized,XH,1.00794,0,0,0,0
cdigmp_c,Cyclic diguanosine monophosphate,C20H22N10O14P2,688.3948,20,10,0,2
5pg35pg_c,5-Phosphoguanylyl(3->5)guanosine,C20H23N10O15P2,705.40214,20,10,0,2
cdp4dh6doglc_c,CDP-4-dehydro-6-deoxy-D-glucose,C15H21N3O15P2,545.28586,15,3,0,2
cdp4dh36ddglc_c,CDP-4-dehydro-3-6-dideoxy-D-glucose,C15H21N3O14P2,529.28646,15,3,0,2
cdpabeq_c,CDP-abequose,C15H23N3O14P2,531.30234,15,3,0,2
cdpglc_c,CDP-glucose,C15H23N3O16P2,563.30114,15,3,0,2
cdp_c,CDP,C9H12N3O11P2,400.1526,9,3,0,2
